artist;song;duration_ms;explicit;year;popularity;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;genre
Keane;Is It Any Wonder?;186173;FALSO;2006;59;489;955;11;-2.771;0;363;3.82e-05;178;334;816;129.352;pop
Kelis;Bossy;273973;FALSO;2006;50;906;633;4;-5.316;1;0.19;182;8.34e-06;58;779;84.021;pop, R&B, Dance/Electronic
Lil Jon;Snap Yo Fingers;274386;FALSO;2006;67;835;757;8;-5.029;0;0.23;647;0.0;0.29;626;82.038;hip hop, pop
Lily Allen;Smile;196893;VERDADERO;2006;68;632;639;5;-5.938;1;259;143;0.0;221;733;95.506;pop
LL Cool J;Control Myself;233973;FALSO;2006;42;825;876;10;-6.556;0;211;928;1.2e-05;205;0.48;120.066;hip hop, pop, R&B
Ludacris;Money Maker;230613;VERDADERO;2006;62;551;598;1;-6.79;1;0.27;0.15;0.0;299;612;78.756;hip hop, pop
Ludacris;Runaway Love;280680;VERDADERO;2006;51;405;721;1;-6.97;1;283;329;0.0;252;815;92.854;hip hop, pop
MIKA;Grace Kelly;187733;FALSO;2006;69;675;828;0;-5.799;1;454;242;102;364;669;122.229;pop
MIKA;Love Today;235173;FALSO;2006;57;673;913;4;-4.981;1;664;304;298;113;587;124.484;pop
Muse;Supermassive Black Hole;212439;FALSO;2006;75;668;921;7;-3.727;1;439;492;517;877;782;120.0;rock
My Chemical Romance;Teenagers;161920;FALSO;2006;80;463;857;4;-3.063;1;632;506;0.0;184;856;111.647;rock
My Chemical Romance;Welcome to the Black Parade;311106;FALSO;2006;76;217;905;2;-4.103;1;752;289;11;222;236;96.95;rock
Ne-Yo;So Sick;207186;FALSO;2006;75;452;574;6;-8.336;1;0.31;246;0.0;189;0.58;92.791;pop, R&B
Ne-Yo;Sexy Love;220853;FALSO;2006;67;693;516;8;-6.446;1;413;297;127;604;494;94.02;pop, R&B
Nelly Furtado;Promiscuous;242293;FALSO;2006;82;808;0.97;10;-6.098;0;506;569;6.13e-05;154;868;114.328;hip hop, pop, latin
Nelly Furtado;Say It Right;223080;FALSO;2006;81;872;872;1;-6.328;1;139;476;112;543;809;116.948;hip hop, pop, latin
Nelly Furtado;Maneater;258893;FALSO;2006;79;796;777;6;-4.81;1;397;261;358;121;787;132.722;hip hop, pop, latin
Nick Lachey;What's Left Of Me;244613;FALSO;2006;37;0.42;742;7;-5.665;1;375;142;0.0;145;294;149.965;pop
Omarion;Ice Box;256426;FALSO;2006;57;775;731;8;-5.446;1;134;189;0.0;129;821;131.105;hip hop, pop, R&B
Orson;No Tomorrow;167493;FALSO;2006;46;656;624;3;-4.623;0;691;65;0.0;278;735;124.082;pop
P!nk;Stupid Girls;197173;VERDADERO;2006;0;683;886;4;-5.045;0;71;738;188;524;566;100.04;pop
P!nk;Who Knew;208493;FALSO;2006;0;688;734;9;-4.569;1;274;462;0.0;756;0.46;140.004;pop
P!nk;U + Ur Hand;214386;VERDADERO;2006;0;709;891;0;-3.688;1;528;144;0.0;34;886;141.04;pop
Rascal Flatts;What Hurts The Most;214106;FALSO;2006;69;537;674;5;-5.134;0;277;88;0.0;265;0.33;136.002;country
Rascal Flatts;Life is a Highway;276773;FALSO;2006;0;561;936;5;-5.409;1;613;185;0.0;102;594;103.055;country
Razorlight;America;249760;FALSO;2006;67;447;568;2;-4.975;1;305;295;3.26e-06;355;149;90.933;rock, pop
Razorlight;In The Morning;222453;FALSO;2006;59;616;855;4;-3.495;0;42;379;863;318;686;124.191;rock, pop
Red Hot Chili Peppers;Snow (Hey Oh);334666;FALSO;2006;79;427;0.9;11;-3.674;1;499;116;1.75e-05;119;599;104.655;rock
Red Hot Chili Peppers;Dani California;282160;FALSO;2006;76;556;913;0;-2.36;1;437;193;8.59e-06;346;0.73;96.184;rock
Rihanna;SOS;238920;FALSO;2006;73;677;671;7;-4.905;1;361;4;5.07e-05;413;527;137.046;hip hop, pop, R&B
Rihanna;Unfaithful;226973;FALSO;2006;70;588;391;0;-8.607;0;334;839;0.0;227;349;144.069;hip hop, pop, R&B
Sandi Thom;I Wish I Was a Punk Rocker (with Flowers in My Hair);151640;FALSO;2006;61;0.7;465;4;-6.815;1;358;544;0.0;606;719;108.102;World/Traditional, pop
Scissor Sisters;I Don't Feel Like Dancin';288360;FALSO;2006;63;707;923;7;-3.409;1;276;195;0.0;342;845;108.023;pop, rock, Dance/Electronic
Sean Paul;(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version;243880;FALSO;2006;58;711;761;8;-3.04;1;225;67;0.0;41;718;95.824;hip hop, pop
Shayne Ward;That's My Goal;219600;FALSO;2006;1;286;508;2;-5.966;1;336;372;0.0;0.27;0.14;68.637;pop
Shayne Ward;No Promises;223066;FALSO;2006;1;0.5;498;4;-6.087;1;26;527;0.0;123;182;79.798;pop
Snow Patrol;You're All I Have;273333;FALSO;2006;35;467;921;2;-4.554;1;45;5.48e-05;566;176;501;132.013;World/Traditional, rock, pop
T.I.;What You Know;274333;VERDADERO;2006;64;551;0.81;11;-4.365;1;344;155;0.0;169;332;73.464;hip hop, pop
Take That;Patience;202066;FALSO;2006;64;309;783;10;-4.154;1;405;142;1.11e-06;118;372;175.788;pop
Take That;Patience;202066;FALSO;2006;64;309;783;10;-4.154;1;405;142;1.11e-06;118;372;175.788;pop
The Fratellis;Chelsea Dagger;215306;FALSO;2006;68;511;815;7;-3.14;1;144;491;0.0;826;586;154.514;rock
The Kooks;Naive;203506;FALSO;2006;73;391;808;8;-6.209;0;892;759;0.0;149;737;100.304;rock
The Raconteurs;Steady, As She Goes;215266;FALSO;2006;56;525;578;9;-4.563;1;0.12;132;916;108;537;123.696;rock
The Red Jumpsuit Apparatus;Face Down;192000;FALSO;2006;74;545;932;7;-2.189;0;399;665;0.0;127;464;92.956;pop
Westlife;The Rose;219106;FALSO;2006;0;272;203;9;-9.706;1;294;784;0.0;805;172;109.581;pop
Yung Joc;It's Goin' Down (feat. Nitti);241840;VERDADERO;2006;66;888;577;1;-7.702;0;612;986;0.0;131;609;84.003;hip hop, pop
50 Cent;Ayo Technology;247946;VERDADERO;2007;67;0.63;782;8;-5.44;0;132;828;0.0;34;418;140.144;hip hop, pop
Alex Gaudino;Destination Calabria - Radio Edit;223111;FALSO;2007;73;627;954;2;-4.804;1;425;15;814;292;312;128.016;Dance/Electronic
Alicia Keys;No One;253813;FALSO;2007;77;644;549;1;-5.415;0;285;209;8.85e-06;134;167;90.04;pop, R&B
All Time Low;Dear Maria, Count Me In;182826;FALSO;2007;76;459;895;2;-3.126;1;805;725;0.0;206;572;181.04;rock
Arctic Monkeys;Brianstorm;172866;FALSO;2007;67;0.42;974;1;-4.706;1;191;8.15e-05;155;871;463;165.182;rock
Avril Lavigne;Girlfriend;216600;VERDADERO;2007;75;0.56;959;7;-2.433;1;102;722;221;209;669;163.983;pop
Avril Lavigne;When You're Gone;240493;FALSO;2007;68;457;719;4;-3.921;0;323;191;0.0;228;168;142.034;pop
Beyonc̩;Irreplaceable;227853;FALSO;2007;70;447;694;7;-4.637;0;382;293;5.46e-06;167;509;175.868;pop, R&B
Beyonc̩;Beautiful Liar;199853;FALSO;2007;64;764;751;8;-3.74;1;703;554;237;164;418;91.977;pop, R&B
Beyonc̩;Deja Vu (feat. Jay-Z);240280;FALSO;2007;57;644;746;7;-4.941;1;341;71;1.22e-05;743;355;105.253;pop, R&B
Bone Thugs-N-Harmony;I Tried;287480;VERDADERO;2007;61;727;0.71;4;-6.142;1;742;104;0.0;107;378;81.995;hip hop, pop
Boys Like Girls;The Great Escape;206520;FALSO;2007;62;423;0.94;1;-4.012;0;635;166;0.0;178;505;149.934;pop
Britney Spears;Gimme More;251240;FALSO;2007;79;788;844;2;-3.131;1;334;0.25;678;723;382;113.324;pop
Britney Spears;Piece of Me;212106;FALSO;2007;64;769;638;11;-5.054;1;216;902;0.0;857;782;115.007;pop
Britney Spears;Break the Ice;196053;FALSO;2007;61;712;911;5;-3.866;0;445;689;8.02e-06;107;0.85;117.533;pop
Calvin Harris;Acceptable in the 80's;333680;FALSO;2007;57;787;808;7;-5.454;1;511;143;257;466;942;127.99;hip hop, pop, Dance/Electronic
Chris Brown;With You;252120;FALSO;2007;70;662;693;3;-4.298;1;698;134;0.0;145;655;86.009;hip hop, pop, R&B
Chris Brown;Kiss Kiss (feat. T-Pain);250666;FALSO;2007;68;729;658;10;-3.386;0;225;506;0.0;693;551;140.043;hip hop, pop, R&B
Chris Brown;Kiss Kiss (feat. T-Pain);250666;FALSO;2007;68;729;658;10;-3.386;0;225;506;0.0;693;551;140.043;hip hop, pop, R&B
DMX;X Gon' Give It To Ya;217586;VERDADERO;2007;70;761;899;10;-3.09;0;183;135;0.0;719;673;95.027;hip hop, pop
Elliott Yamin;Wait for You;261320;FALSO;2007;58;764;487;0;-6.734;1;281;0.25;0.0;184;352;116.027;set()
Enrique Iglesias;Do You Know? (The Ping Pong Song);219533;FALSO;2007;45;753;759;8;-4.829;1;487;523;0.0;263;706;114.999;pop, latin
Eric Prydz;Proper Education - Radio Edit;198567;FALSO;2007;0;537;937;0;-4.543;1;523;102;35;917;324;124.938;pop, Dance/Electronic
Fabolous;Make Me Better;253573;VERDADERO;2007;62;607;599;11;-6.886;1;995;0.33;0.0;199;562;86.491;hip hop, pop, R&B
Fall Out Boy;Thnks fr th Mmrs;203506;FALSO;2007;76;459;891;10;-5.057;0;623;511;0.0;106;588;154.837;rock
Fall Out Boy;This Ain't A Scene, It's An Arms Race;212040;FALSO;2007;68;435;887;9;-4.07;1;636;747;0.0;327;408;199.935;rock
Finger Eleven;Paralyzer;208106;FALSO;2007;73;644;939;11;-3.486;0;456;157;0.0;233;861;106.031;rock, metal
Finger Eleven;Paralyzer;208106;FALSO;2007;73;644;939;11;-3.486;0;456;157;0.0;233;861;106.031;rock, metal
Foo Fighters;The Pretender;269373;FALSO;2007;78;433;959;9;-4.04;1;431;917;0.0;28;365;172.984;rock, metal
Gym Class Heroes;Cupid's Chokehold / Breakfast in America - Radio Mix;237173;FALSO;2007;59;584;681;1;-5.084;0;781;495;0.0;289;821;79.702;hip hop, pop
J. Holiday;Bed;275106;FALSO;2007;64;684;606;5;-7.268;0;504;0.17;0.0;58;723;127.901;hip hop, pop, R&B, Dance/Electronic
J. Holiday;Suffocate - Superclean;220053;FALSO;2007;58;458;445;9;-8.391;0;361;0.64;0.0;118;447;82.82;hip hop, pop, R&B, Dance/Electronic
Jack White;Another Way to Die;262240;FALSO;2007;56;486;765;4;-4.23;0;128;239;3.02e-05;0.11;386;141.933;rock, blues
James Blunt;1973;280026;FALSO;2007;68;720;668;9;-7.928;1;269;652;664;789;768;123.007;pop
Jordin Sparks;One Step At a Time;205160;FALSO;2007;56;766;692;1;-4.672;1;289;825;0.0;384;691;102.028;pop, R&B
Jordin Sparks;Tattoo;233466;FALSO;2007;54;566;766;2;-5.036;1;399;431;0.0;101;547;168.005;pop, R&B
Kaiser Chiefs;Ruby;204200;FALSO;2007;67;451;939;5;-2.82;0;512;673;4.85e-06;774;448;93.416;rock
Kanye West;Stronger;311866;VERDADERO;2007;54;617;717;10;-7.858;0;153;564;0.0;408;490;103.992;hip hop
Kanye West;Flashing Lights;237506;VERDADERO;2007;52;639;628;6;-7.578;0;399;381;0.0;386;430;90.482;hip hop
Kanye West;Can't Tell Me Nothing;271600;VERDADERO;2007;47;596;620;5;-6.133;0;39;122;0.0;0.82;102;80.029;hip hop
Kanye West;Homecoming;203493;VERDADERO;2007;47;667;747;1;-7.059;1;189;337;0.0;115;918;86.917;hip hop
Kanye West;Good Life;207000;VERDADERO;2007;45;439;808;1;-6.881;1;346;305;0.0;439;487;82.962;hip hop
Keyshia Cole;Last Night;255706;FALSO;2007;60;918;857;3;-5.032;0;623;166;3;855;972;121.006;hip hop, pop, R&B
Keyshia Cole;Let It Go;238360;FALSO;2007;58;808;721;1;-5.165;1;213;197;0.0;205;773;94.955;hip hop, pop, R&B
Klaxons;Golden Skans;165120;FALSO;2007;65;463;836;2;-2.776;0;381;418;7.38e-06;0.25;713;141.955;rock
Kylie Minogue;Wow;190973;FALSO;2007;47;654;884;9;-5.466;1;202;151;268;379;851;124.072;pop, Dance/Electronic
Leona Lewis;Bleeding Love;262466;FALSO;2007;75;638;656;5;-5.886;1;357;188;0.0;146;225;104.036;pop, R&B
Leona Lewis;Better in Time;234173;FALSO;2007;67;584;0.7;6;-4.251;1;506;512;2.43e-05;0.13;549;163.953;pop, R&B
Leona Lewis;Run;314720;FALSO;2007;62;285;462;5;-6.166;0;291;428;5.61e-06;122;923;142.365;pop, R&B
Leona Lewis;A Moment Like This;257293;FALSO;2007;57;261;562;8;-3.667;1;301;423;7.54e-06;131;167;70.543;pop, R&B
Linkin Park;What I've Done;205613;FALSO;2007;77;623;930;5;-5.285;1;324;141;1.64e-06;138;287;120.119;rock, metal
Linkin Park;Bleed It Out;166373;VERDADERO;2007;73;529;967;1;-3.647;0;508;114;0.0;0.61;596;140.127;rock, metal
Lloyd;You;273133;FALSO;2007;70;412;876;5;-6.008;0;0.47;102;0.0;297;703;130.159;hip hop, pop, R&B
Lloyd;Get It Shawty;209533;FALSO;2007;62;822;905;5;-4.032;0;241;123;0.0;496;674;128.014;hip hop, pop, R&B
Lupe Fiasco;Superstar (feat. Matthew Santos);289000;FALSO;2007;64;572;822;11;-6.015;0;361;207;0.0;359;472;94.812;hip hop, pop
M.I.A.;Paper Planes;205200;FALSO;2007;1;447;848;2;-6.175;1;222;33;7.45e-05;0.65;485;172.247;pop, rock
Madcon;Beggin (original version);216146;FALSO;2007;70;715;800;4;-5.144;0;57;271;0.0;648;445;129.023;hip hop, pop
Manic Street Preachers;Your Love Alone Is Not Enough (feat. Nina Persson);235693;FALSO;2007;53;344;921;2;-3.049;1;459;143;1.13e-05;0.38;396;126.766;rock, pop
Mark Ronson;Stop Me (feat. Daniel Merriweather);232946;FALSO;2007;46;626;906;0;-4.334;1;403;128;8.52e-06;137;346;118.035;pop
Mark Ronson;Valerie (feat. Amy Winehouse) - Version Revisited;219413;FALSO;2007;0;698;844;1;-4.789;1;544;253;426;124;896;105.828;pop
Maroon 5;Makes Me Wonder;211080;VERDADERO;2007;62;803;851;7;-2.429;1;357;485;358;577;881;113.996;pop
Mary J. Blige;Just Fine;242133;FALSO;2007;64;923;795;11;-3.61;0;117;394;565;101;588;123.021;pop, R&B
Metro Station;Shake It;179946;FALSO;2007;67;618;955;4;-3.836;1;798;221;3.09e-06;486;0.79;150.034;pop, rock
MGMT;Kids;302840;FALSO;2007;77;451;931;9;-3.871;1;719;76;49;361;172;122.961;rock
Miley Cyrus;See You Again;190453;FALSO;2007;0;692;911;9;-5.098;0;177;149;7.34e-05;112;801;138.975;pop
MiMS;This Is Why I'm Hot;253706;VERDADERO;2007;59;621;600;8;-6.349;1;576;277;0.0;495;485;80.021;hip hop, pop
Ne-Yo;Because Of You;266840;FALSO;2007;74;810;538;0;-5.784;0;356;528;0.0;951;828;109.97;pop, R&B
OneRepublic;Stop And Stare;223853;FALSO;2007;59;492;859;4;-4.274;1;332;659;0.0;756;251;92.474;pop
Paramore;Misery Business;211520;FALSO;2007;72;517;906;1;-3.677;1;735;272;9.26e-06;113;731;172.977;pop, rock
Plies;Hypnotized (feat. Akon);188493;VERDADERO;2007;66;840;571;10;-7.421;1;797;0.16;0.0;406;617;116.59;hip hop, pop, R&B
Plies;Shawty (feat. T Pain);255413;VERDADERO;2007;61;444;708;4;-5.926;0;126;419;0.0;775;0.26;105.412;hip hop, pop, R&B
Pretty Ricky;On the Hotline - Amended Version;242586;FALSO;2007;57;704;854;10;-5.477;0;183;185;0.0;148;688;92.988;hip hop, pop, R&B
Rich Boy;Throw Some D's;263920;VERDADERO;2007;57;697;0.86;11;-5.181;1;0.43;368;0.0;721;433;160.895;hip hop, pop
Santana;Into the Night (feat. Chad Kroeger);222440;FALSO;2007;57;595;844;7;-4.678;1;331;137;0.0;234;603;127.981;rock, blues, latin
Sean Kingston;Beautiful Girls;225373;FALSO;2007;78;762;661;1;-6.075;0;687;0.15;0.0;256;769;130.009;hip hop, pop, R&B
Seether;Fake It;193893;VERDADERO;2007;73;611;0.95;8;-3.509;1;518;141;1.59e-06;543;607;132.078;rock, metal
September;Cry for You;209800;FALSO;2007;65;767;881;9;-3.988;1;301;133;139;551;961;130.018;pop, Dance/Electronic
September;Cry for You;209800;FALSO;2007;65;767;881;9;-3.988;1;301;133;139;551;961;130.018;pop, Dance/Electronic
Shop Boyz;Party Like A Rock Star;253400;VERDADERO;2007;61;619;709;7;-4.633;1;395;541;0.0;507;0.68;144.972;hip hop, pop
Snoop Dogg;Sensual Seduction;245520;FALSO;2007;56;756;829;11;-3.973;1;682;3;3.46e-05;578;504;120.163;hip hop, pop
Soulja Boy;Crank That (Soulja Boy);221933;FALSO;2007;74;736;0.74;0;-2.18;1;786;515;0.0;468;803;140.141;hip hop, pop
Soulja Boy;Crank That (Soulja Boy);221933;FALSO;2007;74;736;0.74;0;-2.18;1;786;515;0.0;468;803;140.141;hip hop, pop
Sugababes;About You Now;212400;FALSO;2007;66;584;699;1;-6.065;0;378;6.52e-05;6.05e-05;486;585;82.499;pop, R&B
T-Pain;Bartender (feat. Akon);238800;VERDADERO;2007;3;675;394;8;-8.539;1;133;611;0.0;214;405;104.987;hip hop, pop, R&B
T-Pain;Buy U a Drank (Shawty Snappin') (feat. Yung Joc);227960;FALSO;2007;2;451;0.55;1;-8.137;1;262;108;0.0;737;594;80.001;hip hop, pop, R&B
Take That;Rule The World - Radio Edit;237760;FALSO;2007;58;357;774;2;-4.226;1;34;376;0.0;348;348;164.054;pop
The Ting Tings;Shut Up and Let Me Go;171226;FALSO;2007;55;852;927;7;-4.497;1;581;109;268;54;887;107.993;pop, rock, Dance/Electronic
The-Dream;I Luv Your Girl;267866;VERDADERO;2007;62;723;322;8;-9.702;1;341;14;0.0;119;406;90.063;hip hop, pop, R&B
Timbaland;The Way I Are;179120;FALSO;2007;80;731;807;3;-6.492;0;0.1;181;751;319;765;114.759;hip hop, pop, R&B
Timbaland;Apologize;184400;FALSO;2007;74;653;604;8;-6.017;1;278;292;0.0;97;101;118.016;hip hop, pop, R&B
Timbaland;Give It To Me;234026;VERDADERO;2007;70;975;711;8;-3.904;1;632;168;552;799;815;110.621;hip hop, pop, R&B
Trey Songz;Can't Help but Wait;206413;FALSO;2007;62;699;699;8;-5.564;0;737;358;0.0;912;611;94.977;hip hop, pop, R&B
will.i.am;Heartbreaker;327880;VERDADERO;2007;46;788;549;9;-8.793;0;732;352;127;147;449;120.051;hip hop, pop
Wyclef Jean;Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia);241133;FALSO;2007;56;733;744;1;-3.51;1;553;772;0.0;341;529;92.515;set()
3 Doors Down;It's Not My Time;241960;FALSO;2008;56;529;934;0;-4.808;1;602;153;5.16e-06;118;282;127.962;pop, rock, metal
3OH!3;DONTTRUSTME;192573;VERDADERO;2008;70;791;713;5;-3.742;0;254;163;0.0;189;514;130.012;hip hop, pop, rock
Adele;Chasing Pavements;210506;FALSO;2008;1;614;0.47;5;-6.09;0;255;291;0.0;111;329;80.045;pop, R&B
Akon;Right Now (Na Na Na);240746;FALSO;2008;69;0.83;857;8;-4.194;0;152;262;0.0;413;607;137.982;pop
Akon;Beautiful;312986;FALSO;2008;65;0.74;945;0;-4.442;0;889;123;0.0;112;629;130.015;pop
Alesha Dixon;The Boy Does Nothing;210680;FALSO;2008;51;632;972;3;-2.423;0;121;121;7.74e-05;317;845;87.0;pop
Amerie;1 Thing;238746;FALSO;2008;52;636;946;10;-4.683;0;332;115;3.75e-05;416;891;125.085;hip hop, pop, R&B
Basshunter;All I Ever Wanted - Radio Edit;176453;FALSO;2008;65;645;984;4;-7.051;1;508;164;701;164;553;144.954;pop
Basshunter;Now You're Gone - Video Edit;148186;FALSO;2008;63;639;976;1;-5.503;1;354;213;0.0;856;354;147.99;pop
Beyonc̩;Halo;261640;FALSO;2008;74;508;0.72;11;-5.908;0;628;272;0.0;563;472;79.983;pop, R&B
Beyonc̩;Single Ladies (Put a Ring on It);193213;FALSO;2008;67;426;584;1;-5.293;1;296;383;0.0;188;272;193.437;pop, R&B
Beyonc̩;If I Were a Boy;249146;FALSO;2008;66;632;518;6;-6.126;1;313;107;0.0;354;427;90.007;pop, R&B
Beyonc̩;Sweet Dreams;208066;FALSO;2008;48;694;825;1;-5.986;1;111;895;1.86e-05;618;788;121.949;pop, R&B
Britney Spears;Womanizer;224400;FALSO;2008;76;724;695;11;-5.226;1;622;73;0.0;889;235;139.0;pop
Britney Spears;Circus;192360;FALSO;2008;74;791;733;6;-5.215;0;52;147;381;713;761;114.98;pop
Britney Spears;If U Seek Amy;216520;FALSO;2008;69;717;587;4;-7.296;0;339;192;0.0;523;544;129.954;pop
Chris Brown;Forever;278573;FALSO;2008;74;672;0.82;11;-4.456;1;459;368;188;184;438;120.005;hip hop, pop, R&B
Colby O'Donis;What You Got;243013;FALSO;2008;61;775;641;1;-6.718;1;38;327;0.0;0.18;305;119.974;hip hop, pop, R&B
Coldplay;Viva La Vida;242373;FALSO;2008;80;486;617;5;-7.115;0;287;954;3.23e-06;109;417;138.015;rock, pop
Coldplay;Violet Hill;222653;FALSO;2008;63;0.33;0.58;1;-7.875;0;374;614;129;115;0.11;76.093;rock, pop
Danity Kane;Damaged;244266;FALSO;2008;57;774;653;8;-5.158;0;0.05;912;0.0;151;818;120.01;pop, R&B
David Archuleta;Crush;213520;FALSO;2008;67;0.57;664;0;-4.718;0;322;836;1.2e-05;719;487;162.084;pop
Duffy;Mercy;219920;FALSO;2008;69;793;859;0;-3.774;1;332;266;356;133;964;129.911;pop, R&B
Empire of the Sun;Walking On A Dream;198440;FALSO;2008;77;871;701;5;-5.594;0;458;257;7.52e-06;589;716;126.975;rock, pop, Dance/Electronic
Eric Prydz;Pjanoo - Radio Edit;157432;FALSO;2008;65;605;874;7;-4.949;0;295;563;812;112;836;125.99;pop, Dance/Electronic
Estelle;American Boy;284733;VERDADERO;2008;78;727;729;0;-2.99;1;326;171;0.0;0.07;512;117.932;R&B
Flo Rida;Low (feat. T-Pain);231400;FALSO;2008;80;918;609;10;-5.64;0;791;928;0.0;139;304;128.008;hip hop, pop
Gabriella Cilmi;Sweet About Me;202133;FALSO;2008;56;671;701;6;-5.035;1;288;607;2.7e-06;163;585;131.977;R&B
Gavin DeGraw;In Love With a Girl;206000;FALSO;2008;51;438;906;3;-4.8;1;438;191;0.0;373;684;161.905;pop, Folk/Acoustic
Gym Class Heroes;Cookie Jar (feat. The-Dream);216317;VERDADERO;2008;54;687;668;5;-4.061;1;282;253;0.0;744;418;113.053;hip hop, pop
"H ""two"" O";What's It Gonna Be (feat. Platnum);207476;FALSO;2008;55;733;0.9;9;-4.758;1;341;85;218;151;937;139.61;Dance/Electronic
James Morrison;Broken Strings;250453;FALSO;2008;70;0.57;717;1;-4.914;1;29;967;0.0;833;321;111.91;pop, R&B
James Morrison;Broken Strings;250453;FALSO;2008;70;0.57;717;1;-4.914;1;29;967;0.0;833;321;111.91;pop, R&B
Jamie Foxx;Blame It;289746;VERDADERO;2008;65;673;614;7;-5.426;1;103;782;0.0;139;362;176.052;hip hop, pop, R&B
Jeezy;Put On;321293;VERDADERO;2008;69;654;0.77;9;-6.091;0;353;342;0.0;887;272;137.616;hip hop, pop
Jennifer Hudson;Spotlight;250106;FALSO;2008;60;707;724;11;-3.887;0;51;448;0.0;72;659;108.984;pop, R&B, easy listening
John Legend;Green Light (feat. Andr̩ 3000);284186;FALSO;2008;55;622;882;9;-5.59;0;119;912;0.0;216;762;77.506;pop, R&B
Jonas Brothers;Burnin' Up;175093;FALSO;2008;68;667;954;2;-3.462;1;817;296;0.0;331;807;114.03;pop
Kanye West;Heartless;211000;FALSO;2008;82;0.79;647;10;-5.983;0;136;515;0.0;248;654;87.999;hip hop
Kanye West;Love Lockdown;270306;FALSO;2008;66;0.76;524;1;-7.67;0;323;542;0.5;112;112;119.603;hip hop
Kanye West;Love Lockdown;270306;FALSO;2008;66;0.76;524;1;-7.67;0;323;542;0.5;112;112;119.603;hip hop
Kardinal Offishall;Dangerous;246053;VERDADERO;2008;75;949;0.79;8;-5.957;1;756;437;0.0;816;807;117.002;hip hop, pop, R&B
Katy Perry;I Kissed A Girl;179640;FALSO;2008;73;699;0.76;5;-3.173;1;677;223;0.0;132;696;129.996;pop
Katy Perry;Hot N Cold;220226;FALSO;2008;73;706;841;7;-3.956;1;418;7.95e-05;0.0;688;861;132.032;pop
Katy Perry;Waking Up In Vegas;199186;FALSO;2008;49;524;878;5;-3.108;0;346;12;0.0;98;0.59;130.989;pop
Keri Hilson;Turnin Me On - Original Dirty;248066;VERDADERO;2008;41;661;584;1;-5.09;1;61;293;4.82e-06;134;949;159.873;pop, R&B
Kevin Rudolf;Let It Rock;231173;VERDADERO;2008;66;607;783;7;-4.41;1;397;683;0.0;678;434;113.172;hip hop, pop
Kings of Leon;Sex on Fire;203346;FALSO;2008;80;542;905;9;-5.653;1;54;172;104;136;374;153.398;rock
Kings of Leon;Sex on Fire;203346;FALSO;2008;80;542;905;9;-5.653;1;54;172;104;136;374;153.398;rock
Lady Gaga;Poker Face;237200;FALSO;2008;77;851;806;4;-4.62;1;787;118;1.64e-06;121;787;118.999;pop
Lady Gaga;Just Dance;241933;FALSO;2008;76;822;739;1;-4.541;0;311;264;4.26e-05;181;745;118.992;pop
Lady Gaga;Paparazzi;208306;FALSO;2008;70;762;692;5;-3.973;0;438;113;0.0;94;397;114.906;pop
Lady Gaga;LoveGame;216333;FALSO;2008;69;894;678;6;-5.611;0;523;569;2.43e-06;317;844;105.024;pop
Lil Wayne;Lollipop;299333;VERDADERO;2008;69;829;428;0;-9.469;1;831;56;413;137;0.45;148.075;hip hop, pop
Lil Wayne;A Milli;221840;VERDADERO;2008;69;674;695;6;-8.636;0;278;387;202;194;773;151.486;hip hop, pop
Lil Wayne;Got Money;244626;VERDADERO;2008;58;694;661;7;-4.847;1;118;188;0.0;676;702;82.48;hip hop, pop
Madonna;Give It 2 Me;287906;FALSO;2008;57;837;954;8;-3.512;0;414;933;405;143;972;127.019;pop
Mariah Carey;Touch My Body;204733;FALSO;2008;0;715;665;4;-7.736;0;502;996;0.0;224;0.84;78.502;pop, R&B
Natasha Bedingfield;Pocketful of Sunshine;203440;FALSO;2008;62;726;881;9;-3.892;0;391;203;0.0;108;682;110.019;pop
Ne-Yo;Miss Independent;232000;FALSO;2008;71;668;673;1;-5.714;1;145;0.48;0.0;194;727;171.812;pop, R&B
Ne-Yo;Closer;234360;FALSO;2008;65;709;745;4;-6.437;0;738;225;5.2e-05;154;576;126.027;pop, R&B
